   5.4339240e+05   5.4037000e+06   1.2666920e+00
   5.4340400e+05   5.4037050e+06   1.5569000e+00
   5.4339210e+05   5.4037060e+06  -5.0224380e-01
   5.4340370e+05   5.4037090e+06  -3.3654350e-01
   5.4339170e+05   5.4037100e+06  -4.0179500e-01
   5.4342260e+05   5.4037110e+06   1.4696540e+00
   5.4340360e+05   5.4037130e+06  -1.1046320e-01
   5.4342860e+05   5.4037130e+06   1.2304340e+00
   5.4339140e+05   5.4037140e+06  -1.7029880e-01
   5.4343560e+05   5.4037140e+06   1.1830512e+00
   5.4342210e+05   5.4037160e+06  -5.2316600e-01
   5.4344790e+05   5.4037180e+06   1.2296584e+00
   5.4340300e+05   5.4037190e+06  -1.1502300e-01
   5.4342840e+05   5.4037190e+06  -1.7081400e-01
   5.4339100e+05   5.4037200e+06   1.2397000e-01
   5.4342170e+05   5.4037200e+06  -2.6702200e-01
   5.4343500e+05   5.4037200e+06  -9.1500000e-03
   5.4346180e+05   5.4037220e+06   1.0902792e+00
   5.4343480e+05   5.4037230e+06  -1.7239720e-01
   5.4344750e+05   5.4037230e+06  -1.5267000e-01
   5.4340270e+05   5.4037240e+06   5.4980000e-02
   5.4342140e+05   5.4037240e+06  -2.9121520e-01
   5.4346430e+05   5.4037240e+06   1.3401984e+00
   5.4339060e+05   5.4037250e+06   2.8370000e-02
   5.4342810e+05   5.4037250e+06  -6.9645000e-03
   5.4343440e+05   5.4037270e+06  -2.9232640e-01
   5.4344700e+05   5.4037270e+06  -3.7400000e-02
   5.4346400e+05   5.4037280e+06   4.9584000e-02
   5.4340240e+05   5.4037290e+06   8.1010000e-02
   5.4342090e+05   5.4037290e+06  -5.6277700e-02
   5.4342790e+05   5.4037290e+06   2.6251300e-02
   5.4347470e+05   5.4037290e+06   1.1950281e+00
   5.4346390e+05   5.4037300e+06   3.3754800e-01
   5.4347580e+05   5.4037300e+06   1.0522260e+00
   5.4343410e+05   5.4037310e+06  -1.6566800e-01
   5.4344680e+05   5.4037310e+06  -1.5527960e-01
   5.4346200e+05   5.4037310e+06  -3.6286600e-01
   5.4339020e+05   5.4037320e+06  -3.5782800e-02
   5.4340210e+05   5.4037330e+06  -1.0158700e-02
   5.4346200e+05   5.4037330e+06  -5.4607800e-01
   5.4347540e+05   5.4037330e+06  -4.9093580e-01
   5.4342760e+05   5.4037340e+06   2.3571200e-02
