   5.4339240e+05   5.4037000e+06   1.5018085e-01
   5.4340400e+05   5.4037050e+06   1.8582447e-01
   5.4339210e+05   5.4037060e+06   1.9919415e-02
   5.4340370e+05   5.4037090e+06  -1.0381303e-01
   5.4339170e+05   5.4037100e+06  -2.5594282e-01
   5.4342260e+05   5.4037110e+06   2.0238777e-01
   5.4340360e+05   5.4037130e+06   4.5179255e-02
   5.4342860e+05   5.4037130e+06   1.6536543e-01
   5.4339140e+05   5.4037140e+06  -2.6874628e-01
   5.4343560e+05   5.4037140e+06   1.7196383e-01
   5.4342210e+05   5.4037160e+06   9.8544681e-02
   5.4344790e+05   5.4037180e+06   2.6377979e-01
   5.4340300e+05   5.4037190e+06  -1.2331117e-02
   5.4342840e+05   5.4037190e+06   3.9446277e-02
   5.4339100e+05   5.4037200e+06  -4.2385638e-01
   5.4342170e+05   5.4037200e+06   2.8712766e-02
   5.4343500e+05   5.4037200e+06   4.1356383e-02
   5.4346180e+05   5.4037220e+06   1.6696596e-01
   5.4343480e+05   5.4037230e+06  -2.0972340e-02
   5.4344750e+05   5.4037230e+06   1.7267952e-01
   5.4340270e+05   5.4037240e+06  -1.2897633e-01
   5.4342140e+05   5.4037240e+06  -1.0516915e-01
   5.4346430e+05   5.4037240e+06   2.2630293e-01
   5.4339060e+05   5.4037250e+06  -2.6428191e-01
   5.4342810e+05   5.4037250e+06   1.2410239e-01
   5.4343440e+05   5.4037270e+06  -7.6319681e-02
   5.4344700e+05   5.4037270e+06   1.2316489e-01
   5.4346400e+05   5.4037280e+06   7.7324468e-02
   5.4340240e+05   5.4037290e+06  -1.6142340e-01
   5.4342090e+05   5.4037290e+06  -5.1758245e-02
   5.4342790e+05   5.4037290e+06   1.0687739e-01
   5.4347470e+05   5.4037290e+06   2.8087061e-01
   5.4346390e+05   5.4037300e+06   2.4764894e-01
   5.4347580e+05   5.4037300e+06   2.8558777e-01
   5.4343410e+05   5.4037310e+06   4.7201729e-02
   5.4344680e+05   5.4037310e+06   1.1421436e-01
   5.4346200e+05   5.4037310e+06  -8.3776596e-04
