   5.4339240e+05   5.4037000e+06   1.5222040e+00
   5.4340400e+05   5.4037050e+06   1.6533500e+00
   5.4339210e+05   5.4037060e+06  -9.5683659e-02
   5.4340370e+05   5.4037090e+06  -5.2050158e-02
   5.4339170e+05   5.4037100e+06  -6.2395970e-02
   5.4342260e+05   5.4037110e+06   1.7340570e+00
   5.4340360e+05   5.4037130e+06   1.0638011e-02
   5.4342860e+05   5.4037130e+06   1.3070050e+00
   5.4339140e+05   5.4037140e+06  -1.7942554e-02
   5.4343560e+05   5.4037140e+06   1.2417328e+00
   5.4342210e+05   5.4037160e+06  -8.9247040e-02
   5.4344790e+05   5.4037180e+06   1.3275968e+00
   5.4340300e+05   5.4037190e+06  -1.2184138e-02
   5.4342840e+05   5.4037190e+06  -1.2198235e-02
   5.4339100e+05   5.4037200e+06   2.9526786e-02
   5.4342170e+05   5.4037200e+06  -1.6048837e-02
   5.4343500e+05   5.4037200e+06   4.4488449e-02
   5.4346180e+05   5.4037220e+06   1.0189456e+00
   5.4343480e+05   5.4037230e+06  -1.3682353e-02
   5.4344750e+05   5.4037230e+06  -1.2406250e-02
   5.4340270e+05   5.4037240e+06   1.8395599e-02
   5.4342140e+05   5.4037240e+06  -3.5118245e-02
   5.4346430e+05   5.4037240e+06   1.2057102e+00
   5.4339060e+05   5.4037250e+06   8.3220648e-03
   5.4342810e+05   5.4037250e+06   2.1124505e-02
   5.4343440e+05   5.4037270e+06  -4.7046778e-02
   5.4344700e+05   5.4037270e+06   2.8414901e-02
   5.4346400e+05   5.4037280e+06  -7.5661111e-02
   5.4340240e+05   5.4037290e+06   1.8201136e-02
   5.4342090e+05   5.4037290e+06  -6.8322581e-04
   5.4342790e+05   5.4037290e+06   1.8271754e-02
   5.4347470e+05   5.4037290e+06   1.4647968e+00
   5.4346390e+05   5.4037300e+06   3.8444348e-02
   5.4347580e+05   5.4037300e+06   1.5694280e+00
   5.4343410e+05   5.4037310e+06  -2.1797333e-02
   5.4344680e+05   5.4037310e+06  -1.1376042e-02
   5.4346200e+05   5.4037310e+06  -1.4869563e-01
   5.4339020e+05   5.4037320e+06  -2.5394161e-03
   5.4340210e+05   5.4037330e+06  -1.3860190e-03
   5.4346200e+05   5.4037330e+06  -1.6854000e-01
   5.4347540e+05   5.4037330e+06  -9.4570726e-02
   5.4342760e+05   5.4037340e+06   1.0884059e-02
   5.4346350e+05   5.4037340e+06   7.3832082e-02
   5.4347480e+05   5.4037340e+06  -6.0951849e-02
   5.4348930e+05   5.4037340e+06   1.5270078e+00
   5.4343380e+05   5.4037350e+06  -2.0555230e-02
   5.4344650e+05   5.4037350e+06  -4.8644366e-03
   5.4347510e+05   5.4037350e+06  -2.0528182e-02
   5.4342030e+05   5.4037360e+06  -5.3191304e-03
   5.4347470e+05   5.4037360e+06  -3.1417682e-02
   5.4346220e+05   5.4037370e+06  -9.4066394e-02
   5.4349730e+05   5.4037370e+06   2.0051892e+00
   5.4350360e+05   5.4037370e+06   1.5899940e+00
   5.4338970e+05   5.4037380e+06   1.1390157e-02
   5.4340180e+05   5.4037380e+06   8.8897615e-03
   5.4344610e+05   5.4037380e+06  -1.9038841e-02
   5.4346310e+05   5.4037380e+06  -1.6754646e-02
   5.4347480e+05   5.4037390e+06  -1.6187438e-02
   5.4348910e+05   5.4037390e+06  -1.1457784e-01
   5.4342730e+05   5.4037400e+06   2.0641916e-02
   5.4343340e+05   5.4037400e+06  -3.3476190e-03
   5.4347450e+05   5.4037400e+06   3.1224185e-02
   5.4351660e+05   5.4037400e+06   1.6449060e+00
   5.4346220e+05   5.4037410e+06  -3.2209425e-02
   5.4353010e+05   5.4037410e+06   3.0429110e-01
   5.4344580e+05   5.4037420e+06  -2.8155102e-03
   5.4340130e+05   5.4037430e+06   2.2384973e-02
   5.4341960e+05   5.4037430e+06   2.5408000e-02
   5.4346270e+05   5.4037430e+06  -9.9251209e-03
   5.4347490e+05   5.4037430e+06  -3.3852676e-02
   5.4349740e+05   5.4037430e+06   6.2605641e-02
   5.4350360e+05   5.4037430e+06  -1.5494967e-01
   5.4351660e+05   5.4037430e+06  -1.0887835e-01
   5.4348900e+05   5.4037440e+06  -9.6794702e-02
   5.4353720e+05   5.4037440e+06   9.5903680e-01
   5.4338930e+05   5.4037450e+06  -1.0726006e-02
   5.4346230e+05   5.4037450e+06  -2.4503027e-02
   5.4342700e+05   5.4037460e+06   2.5066920e-02
   5.4344540e+05   5.4037460e+06   1.7669600e-02
   5.4347390e+05   5.4037460e+06  -1.9825011e-02
   5.4347490e+05   5.4037460e+06  -2.9223974e-02
   5.4352980e+05   5.4037460e+06  -2.8302729e-01
   5.4343280e+05   5.4037470e+06   1.0338939e-02
   5.4349740e+05   5.4037470e+06   7.1171226e-02
   5.4340100e+05   5.4037480e+06   3.0232933e-02
   5.4350340e+05   5.4037480e+06  -7.1570219e-02
   5.4352980e+05   5.4037480e+06  -1.0698735e-01
   5.4355940e+05   5.4037480e+06   1.8491680e+00
   5.4346210e+05   5.4037490e+06  -2.0684770e-03
   5.4351660e+05   5.4037490e+06   2.3548246e-02
   5.4341890e+05   5.4037500e+06   7.4434326e-03
   5.4346240e+05   5.4037500e+06  -5.9748031e-03
   5.4347500e+05   5.4037500e+06   7.4123711e-03
   5.4344500e+05   5.4037510e+06   2.9755639e-03
   5.4347330e+05   5.4037510e+06   6.2506721e-03
   5.4349750e+05   5.4037510e+06   2.4754598e-02
   5.4338880e+05   5.4037520e+06   9.1346142e-03
   5.4342680e+05   5.4037520e+06   1.7060465e-02
   5.4348900e+05   5.4037520e+06  -2.7938182e-02
   5.4350350e+05   5.4037520e+06  -4.8545852e-02
   5.4355930e+05   5.4037520e+06  -5.6825204e-02
   5.4357980e+05   5.4037520e+06   6.3870880e-01
   5.4358300e+05   5.4037520e+06   6.1777800e-01
   5.4340080e+05   5.4037530e+06  -8.1021019e-03
   5.4343220e+05   5.4037530e+06   2.3646436e-02
   5.4351660e+05   5.4037530e+06  -1.8005902e-02
   5.4352940e+05   5.4037530e+06   2.1855576e-02
   5.4356730e+05   5.4037530e+06   1.3922877e+00
   5.4347510e+05   5.4037550e+06   9.7445545e-03
   5.4349760e+05   5.4037550e+06  -4.2551579e-03
   5.4353720e+05   5.4037550e+06   3.3433733e-01
   5.4355910e+05   5.4037550e+06  -3.7731271e-02
   5.4360160e+05   5.4037550e+06   1.1352020e+00
   5.4344460e+05   5.4037560e+06   2.4934752e-02
   5.4346160e+05   5.4037560e+06   2.1987385e-02
   5.4346260e+05   5.4037560e+06  -3.0784906e-04
   5.4350340e+05   5.4037560e+06  -3.6232099e-02
   5.4357950e+05   5.4037560e+06  -3.2367279e-01
   5.4359030e+05   5.4037560e+06   1.6963866e+00
   5.4359580e+05   5.4037560e+06   1.5656076e+00
