-0.809788	0.150405	
0.488036	0.109	
1.78856	0.0687443	
3.42707	0.0733111	
4.83304	0.0778823	
6.24172	0.0836029	
7.87481	0.0858709	
9.26997	0.0858445	
10.6678	0.0869675	
12.063	0.0869411	
13.4582	0.0869147	
14.8371	0.0799918	
16.4432	0.0707657	
17.5896	0.0638472	
18.9712	0.0580738	
20.3583	0.0545991	
21.7453	0.0511245	
23.1378	0.0499486	
24.5329	0.0499222	
25.9281	0.0498958	
27.3205	0.0487199	
28.7157	0.0486935	
30.1054	0.0463683	
31.4952	0.044043	
32.885	0.0417178	
34.2801	0.0416914	
35.9024	0.0393617	
36.8271	0.0370453	
38.2195	0.0358695	
39.612	0.0346936	
41.0018	0.0323684	
42.3969	0.032342	
43.5568	0.0311705	
44.9493	0.0299947	
46.5743	0.0288145	
47.7369	0.0287925	
49.1294	0.0276166	
50.0595	0.027599	
51.6872	0.0275682	
53.3122	0.026388	
54.4721	0.0252165	
55.8672	0.0251901	
57.2597	0.0240143	
58.6549	0.0239878	
59.585	0.0239702	
60.5124	0.0228032	
61.4425	0.0227856	
62.3726	0.022768	
