-2.78884	0.000440486	
0.0046468	0.000965939	
1.68628	0.0102005	
3.18948	0.0287054	
4.66564	0.0425773	
6.12153	0.0529746	
7.5301	0.0552642	
8.94543	0.0587121	
10.3371	0.0581061	
11.9478	0.0551793	
13.3563	0.0574689	
14.7514	0.0574421	
15.8937	0.053945	
17.4942	0.0492808	
18.8723	0.0463584	
20.4594	0.0393777	
21.6084	0.0370388	
22.9967	0.0358538	
24.6107	0.033506	
25.999	0.0323209	
27.3873	0.0311359	
28.7689	0.0287926	
29.9246	0.027612	
31.5657	0.0298971	
32.7249	0.0292957	
34.3491	0.0286853	
35.5049	0.0275047	
37.1324	0.0274734	
38.3119	0.0303466	
39.69	0.0274242	
41.0614	0.0233435	
42.4531	0.0227376	
43.8414	0.0215525	
44.2963	0.0198062	
45.4622	0.020363	
46.8606	0.0209153	
47.7805	0.01916	
48.9431	0.0191377	
50.3483	0.0208482	
51.7433	0.0208213	
53.1384	0.0207945	
54.065	0.0201975	
54.9951	0.0201796	
55.915	0.0184244	
57.0707	0.0172438	
58.6983	0.0172125	
60.0866	0.0160274	
61.2458	0.015426	
